"NAME [String]","METHOD [String]","lambda [Double]","l1Ratio [Double]","scalerType [String]","featuresColumn [String]","maxIter [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.8","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.8","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.8","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.8","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.8","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.9","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.9","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.9","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.9","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.9","MaxMin","cdk_fp","100","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.5","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.5","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.5","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.5","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.5","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.6","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.6","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.6","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.6","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.6","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.7","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.7","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.7","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.7","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.7","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.8","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.8","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.8","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.8","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.8","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.9","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.9","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.9","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.9","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.9","Standard","cdk_fp","100","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.5","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.5","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.5","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.5","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.5","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.6","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.6","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.6","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.6","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.6","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.7","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.7","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.7","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.7","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.7","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.8","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.8","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.8","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.8","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.8","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.9","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.9","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.9","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.9","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.9","MaxMin","rdkit_fp","1000","1.5168997443923746","1.58851023975716","1.4867959684721832","1.4753930249477798"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.5","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.5","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.5","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.5","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.5","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.6","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.6","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.6","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.6","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.6","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.7","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.7","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.7","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.7","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.7","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.8","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.8","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.8","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.8","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.8","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.9","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.9","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.9","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.9","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.9","Standard","rdkit_fp","1000","1.5108526118391004","1.5843440179974402","1.454599881006506","1.493613936513355"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.5","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.5","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.5","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.5","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.5","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.6","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.6","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.6","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.6","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.6","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.7","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.7","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.7","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.7","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.7","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.8","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.8","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.8","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.8","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.8","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.9","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.9","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.9","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.9","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.9","MaxMin","cdk_fp","1000","1.4214639284114152","1.4660272876562088","1.4718640427188152","1.3265004548592212"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.5","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.5","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.5","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.5","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.5","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.6","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.6","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.6","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.6","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.6","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.7","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.7","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.05","0.7","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.01","0.7","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.005","0.7","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","1.0","0.8","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
"MouseRatTox","MLTK_EL_FOLD_FP","0.1","0.8","Standard","cdk_fp","1000","1.4357486216694573","1.4964453987861497","1.4768122253215235","1.3339882409006985"
